unit_id	code	base	unit_idx	block_start	block_end	n_blocks	slice	status
P3.C.95606158.u0	C	95606158-9ca1-4beb-8b13-769f29589b33	0	0	497	497	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__95606158-9ca1-4beb-8b13-769f29589b33__u0.blocks.jsonl	done
P3.C.96e42b6e.u0	C	96e42b6e-b48a-428a-9be1-740520686be8	0	0	4	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__96e42b6e-b48a-428a-9be1-740520686be8__u0.blocks.jsonl	done
P3.C.97706886.u0	C	97706886-6b8f-4c10-a3eb-d308b8b91af2	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__97706886-6b8f-4c10-a3eb-d308b8b91af2__u0.blocks.jsonl	done
P3.C.97c5121b.u0	C	97c5121b-8f28-4157-ae48-6815a4432205	0	0	13	13	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__97c5121b-8f28-4157-ae48-6815a4432205__u0.blocks.jsonl	done
P3.C.9a8ab1d4.u0	C	9a8ab1d4-ee06-4a24-823d-6ba1f4d39bf2	0	0	553	553	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9a8ab1d4-ee06-4a24-823d-6ba1f4d39bf2__u0.blocks.jsonl	done
P3.C.9a8ab1d4.u1	C	9a8ab1d4-ee06-4a24-823d-6ba1f4d39bf2	1	553	599	46	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9a8ab1d4-ee06-4a24-823d-6ba1f4d39bf2__u1.blocks.jsonl	done
P3.C.9bacaa19.u0	C	9bacaa19-5b50-4f48-b584-e5f2a5f2ce70	0	0	25	25	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9bacaa19-5b50-4f48-b584-e5f2a5f2ce70__u0.blocks.jsonl	done
P3.C.9c86f9e5.u0	C	9c86f9e5-ff73-468b-8473-daa867f42443	0	0	437	437	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9c86f9e5-ff73-468b-8473-daa867f42443__u0.blocks.jsonl	done
P3.C.9fd8d0c7.u0	C	9fd8d0c7-765c-4a05-84b6-cb1879721cc9	0	0	15	15	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__9fd8d0c7-765c-4a05-84b6-cb1879721cc9__u0.blocks.jsonl	done
P3.C.a0764698.u0	C	a0764698-7c22-4de1-83d4-1ac1a338353a	0	0	547	547	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u0.blocks.jsonl	done
P3.C.a0764698.u1	C	a0764698-7c22-4de1-83d4-1ac1a338353a	1	547	1072	525	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u1.blocks.jsonl	done
P3.C.a0764698.u2	C	a0764698-7c22-4de1-83d4-1ac1a338353a	2	1072	1628	556	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u2.blocks.jsonl	done
P3.C.a0764698.u3	C	a0764698-7c22-4de1-83d4-1ac1a338353a	3	1628	2018	390	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u3.blocks.jsonl	done
P3.C.a0764698.u4	C	a0764698-7c22-4de1-83d4-1ac1a338353a	4	2018	2540	522	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u4.blocks.jsonl	done
P3.C.a0764698.u5	C	a0764698-7c22-4de1-83d4-1ac1a338353a	5	2540	3073	533	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u5.blocks.jsonl	done
P3.C.a0764698.u6	C	a0764698-7c22-4de1-83d4-1ac1a338353a	6	3073	3591	518	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a0764698-7c22-4de1-83d4-1ac1a338353a__u6.blocks.jsonl	done
P3.C.a96e2bb4.u0	C	a96e2bb4-63fb-4fe3-8b18-25faa132eebe	0	0	143	143	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a96e2bb4-63fb-4fe3-8b18-25faa132eebe__u0.blocks.jsonl	done
P3.C.a9c72dd6.u0	C	a9c72dd6-da55-4bc8-a2dc-b796f8861d03	0	0	37	37	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__a9c72dd6-da55-4bc8-a2dc-b796f8861d03__u0.blocks.jsonl	done
P3.C.ae0d7b3b.u0	C	ae0d7b3b-c9d5-4e69-bcd6-b9330c228afc	0	0	82	82	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ae0d7b3b-c9d5-4e69-bcd6-b9330c228afc__u0.blocks.jsonl	done
P3.C.b04384c8.u0	C	b04384c8-7c5f-458c-a489-a82f3db6eddd	0	0	82	82	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b04384c8-7c5f-458c-a489-a82f3db6eddd__u0.blocks.jsonl	done
P3.C.b09168df.u0	C	b09168df-7710-4cca-ab1a-dd9f63e6e38b	0	0	431	431	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b09168df-7710-4cca-ab1a-dd9f63e6e38b__u0.blocks.jsonl	done
P3.C.b09e38f3.u0	C	b09e38f3-f448-4b3a-afb3-9067fff8cb75	0	0	27	27	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b09e38f3-f448-4b3a-afb3-9067fff8cb75__u0.blocks.jsonl	done
P3.C.b2019784.u0	C	b2019784-230b-448b-8cc1-7a14c5a89344	0	0	722	722	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b2019784-230b-448b-8cc1-7a14c5a89344__u0.blocks.jsonl	done
P3.C.b2019784.u1	C	b2019784-230b-448b-8cc1-7a14c5a89344	1	722	1487	765	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b2019784-230b-448b-8cc1-7a14c5a89344__u1.blocks.jsonl	done
P3.C.b2019784.u2	C	b2019784-230b-448b-8cc1-7a14c5a89344	2	1487	2397	910	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b2019784-230b-448b-8cc1-7a14c5a89344__u2.blocks.jsonl	done
P3.C.b2019784.u3	C	b2019784-230b-448b-8cc1-7a14c5a89344	3	2397	2726	329	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b2019784-230b-448b-8cc1-7a14c5a89344__u3.blocks.jsonl	done
P3.C.b4d3d650.u0	C	b4d3d650-e87d-4744-a801-878a3721936d	0	0	832	832	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b4d3d650-e87d-4744-a801-878a3721936d__u0.blocks.jsonl	done
P3.C.b4d3d650.u1	C	b4d3d650-e87d-4744-a801-878a3721936d	1	832	916	84	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b4d3d650-e87d-4744-a801-878a3721936d__u1.blocks.jsonl	done
P3.C.b73dd933.u0	C	b73dd933-5bf2-4b1e-8cef-50320983af2b	0	0	657	657	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b73dd933-5bf2-4b1e-8cef-50320983af2b__u0.blocks.jsonl	done
P3.C.b73dd933.u1	C	b73dd933-5bf2-4b1e-8cef-50320983af2b	1	657	1092	435	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__b73dd933-5bf2-4b1e-8cef-50320983af2b__u1.blocks.jsonl	done
P3.C.ba19e2dd.u0	C	ba19e2dd-f6b9-4909-babf-d090c197be01	0	0	5	5	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ba19e2dd-f6b9-4909-babf-d090c197be01__u0.blocks.jsonl	done
P3.C.bb410a17.u0	C	bb410a17-7f9a-4cdb-a692-d5ae27989308	0	0	499	499	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bb410a17-7f9a-4cdb-a692-d5ae27989308__u0.blocks.jsonl	done
P3.C.bb410a17.u1	C	bb410a17-7f9a-4cdb-a692-d5ae27989308	1	499	554	55	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bb410a17-7f9a-4cdb-a692-d5ae27989308__u1.blocks.jsonl	done
P3.C.bbc4435c.u0	C	bbc4435c-5ac5-4a16-8ca9-281fde582d48	0	0	354	354	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbc4435c-5ac5-4a16-8ca9-281fde582d48__u0.blocks.jsonl	done
P3.C.bbc4435c.u1	C	bbc4435c-5ac5-4a16-8ca9-281fde582d48	1	354	817	463	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbc4435c-5ac5-4a16-8ca9-281fde582d48__u1.blocks.jsonl	done
P3.C.bbc4435c.u2	C	bbc4435c-5ac5-4a16-8ca9-281fde582d48	2	817	1254	437	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbc4435c-5ac5-4a16-8ca9-281fde582d48__u2.blocks.jsonl	done
P3.C.bbc4435c.u3	C	bbc4435c-5ac5-4a16-8ca9-281fde582d48	3	1254	1792	538	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbc4435c-5ac5-4a16-8ca9-281fde582d48__u3.blocks.jsonl	done
P3.C.bbc4435c.u4	C	bbc4435c-5ac5-4a16-8ca9-281fde582d48	4	1792	2335	543	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbc4435c-5ac5-4a16-8ca9-281fde582d48__u4.blocks.jsonl	done
P3.C.bbd13c70.u0	C	bbd13c70-9a63-412a-a774-7f7f00666d9b	0	0	5	5	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bbd13c70-9a63-412a-a774-7f7f00666d9b__u0.blocks.jsonl	done
P3.C.bd0304c8.u0	C	bd0304c8-bf7b-4e26-ab74-9948cbedb8e3	0	0	482	482	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bd0304c8-bf7b-4e26-ab74-9948cbedb8e3__u0.blocks.jsonl	done
P3.C.bd0304c8.u1	C	bd0304c8-bf7b-4e26-ab74-9948cbedb8e3	1	482	912	430	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bd0304c8-bf7b-4e26-ab74-9948cbedb8e3__u1.blocks.jsonl	done
P3.C.bd0304c8.u2	C	bd0304c8-bf7b-4e26-ab74-9948cbedb8e3	2	912	1294	382	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bd0304c8-bf7b-4e26-ab74-9948cbedb8e3__u2.blocks.jsonl	done
P3.C.bd0304c8.u3	C	bd0304c8-bf7b-4e26-ab74-9948cbedb8e3	3	1294	1495	201	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bd0304c8-bf7b-4e26-ab74-9948cbedb8e3__u3.blocks.jsonl	done
P3.C.bf31a4ee.u0	C	bf31a4ee-e284-4127-b68e-05ccca8c4ed5	0	0	4	4	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bf31a4ee-e284-4127-b68e-05ccca8c4ed5__u0.blocks.jsonl	done
P3.C.bffd2c37.u0	C	bffd2c37-cf30-4594-af3b-cec93097edac	0	0	63	63	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__bffd2c37-cf30-4594-af3b-cec93097edac__u0.blocks.jsonl	done
P3.C.c0720b88.u0	C	c0720b88-c5ef-46b1-9d7d-0ba5a429a4b0	0	0	721	721	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c0720b88-c5ef-46b1-9d7d-0ba5a429a4b0__u0.blocks.jsonl	done
P3.C.c0720b88.u1	C	c0720b88-c5ef-46b1-9d7d-0ba5a429a4b0	1	721	864	143	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c0720b88-c5ef-46b1-9d7d-0ba5a429a4b0__u1.blocks.jsonl	done
P3.C.c20ea713.u0	C	c20ea713-06ed-489f-8879-3ce15c850068	0	0	769	769	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c20ea713-06ed-489f-8879-3ce15c850068__u0.blocks.jsonl	done
P3.C.c20ea713.u1	C	c20ea713-06ed-489f-8879-3ce15c850068	1	769	805	36	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c20ea713-06ed-489f-8879-3ce15c850068__u1.blocks.jsonl	done
P3.C.c339c452.u0	C	c339c452-38d3-4192-b6fa-c250406adafe	0	0	462	462	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c339c452-38d3-4192-b6fa-c250406adafe__u0.blocks.jsonl	done
P3.C.c339c452.u1	C	c339c452-38d3-4192-b6fa-c250406adafe	1	462	518	56	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c339c452-38d3-4192-b6fa-c250406adafe__u1.blocks.jsonl	done
P3.C.c3bd9dda.u0	C	c3bd9dda-62a3-4e39-a8c9-8a6b225f6c48	0	0	809	809	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c3bd9dda-62a3-4e39-a8c9-8a6b225f6c48__u0.blocks.jsonl	done
P3.C.c3bd9dda.u1	C	c3bd9dda-62a3-4e39-a8c9-8a6b225f6c48	1	809	1464	655	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c3bd9dda-62a3-4e39-a8c9-8a6b225f6c48__u1.blocks.jsonl	done
P3.C.c5afd106.u0	C	c5afd106-f3ae-400a-a60c-d1b64bc36f4d	0	0	51	51	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c5afd106-f3ae-400a-a60c-d1b64bc36f4d__u0.blocks.jsonl	done
P3.C.c6358920.u0	C	c6358920-9c60-4140-bc61-37db47392904	0	0	499	499	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c6358920-9c60-4140-bc61-37db47392904__u0.blocks.jsonl	done
P3.C.c6358920.u1	C	c6358920-9c60-4140-bc61-37db47392904	1	499	1078	579	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c6358920-9c60-4140-bc61-37db47392904__u1.blocks.jsonl	done
P3.C.c6358920.u2	C	c6358920-9c60-4140-bc61-37db47392904	2	1078	1563	485	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c6358920-9c60-4140-bc61-37db47392904__u2.blocks.jsonl	done
P3.C.c6358920.u3	C	c6358920-9c60-4140-bc61-37db47392904	3	1563	1752	189	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c6358920-9c60-4140-bc61-37db47392904__u3.blocks.jsonl	done
P3.C.c67b9e16.u0	C	c67b9e16-ea52-43ed-940b-bfbbcc3bc8a3	0	0	605	605	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c67b9e16-ea52-43ed-940b-bfbbcc3bc8a3__u0.blocks.jsonl	done
P3.C.c97f9916.u0	C	c97f9916-0335-4977-9fe9-ce8a7641d927	0	0	7	7	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c97f9916-0335-4977-9fe9-ce8a7641d927__u0.blocks.jsonl	done
P3.C.c99db8f9.u0	C	c99db8f9-3e33-461a-8972-7e80968694bf	0	0	735	735	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c99db8f9-3e33-461a-8972-7e80968694bf__u0.blocks.jsonl	done
P3.C.c99db8f9.u1	C	c99db8f9-3e33-461a-8972-7e80968694bf	1	735	874	139	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c99db8f9-3e33-461a-8972-7e80968694bf__u1.blocks.jsonl	done
P3.C.c9b853be.u0	C	c9b853be-f86a-4349-9e42-6d40a4f2d0cf	0	0	163	163	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__c9b853be-f86a-4349-9e42-6d40a4f2d0cf__u0.blocks.jsonl	done
P3.C.cd013707.u0	C	cd013707-5129-4192-91fe-a7562c2c60bd	0	0	105	105	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__cd013707-5129-4192-91fe-a7562c2c60bd__u0.blocks.jsonl	done
P3.C.cdd5685d.u0	C	cdd5685d-c7bf-4f32-b2ac-d71f837ba156	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__cdd5685d-c7bf-4f32-b2ac-d71f837ba156__u0.blocks.jsonl	done
P3.C.d27f3264.u0	C	d27f3264-bde5-4b5d-b23e-1d52f01b67df	0	0	3	3	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d27f3264-bde5-4b5d-b23e-1d52f01b67df__u0.blocks.jsonl	done
P3.C.d3d7e7f3.u0	C	d3d7e7f3-8d2a-4168-b42e-6432d473e0fe	0	0	355	355	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d3d7e7f3-8d2a-4168-b42e-6432d473e0fe__u0.blocks.jsonl	done
P3.C.d45f4eff.u0	C	d45f4eff-d909-4ad0-9a3e-84adc2cd4974	0	0	690	690	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d45f4eff-d909-4ad0-9a3e-84adc2cd4974__u0.blocks.jsonl	done
P3.C.d45f4eff.u1	C	d45f4eff-d909-4ad0-9a3e-84adc2cd4974	1	690	1488	798	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d45f4eff-d909-4ad0-9a3e-84adc2cd4974__u1.blocks.jsonl	done
P3.C.d45f4eff.u2	C	d45f4eff-d909-4ad0-9a3e-84adc2cd4974	2	1488	1645	157	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d45f4eff-d909-4ad0-9a3e-84adc2cd4974__u2.blocks.jsonl	done
P3.C.d5f5e0eb.u0	C	d5f5e0eb-54d7-4a72-ada5-ed9dcbeb77b9	0	0	576	576	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d5f5e0eb-54d7-4a72-ada5-ed9dcbeb77b9__u0.blocks.jsonl	done
P3.C.d5f5e0eb.u1	C	d5f5e0eb-54d7-4a72-ada5-ed9dcbeb77b9	1	576	634	58	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d5f5e0eb-54d7-4a72-ada5-ed9dcbeb77b9__u1.blocks.jsonl	done
P3.C.d85f4ddf.u0	C	d85f4ddf-0bfd-4e0a-adcd-a62bcbc7c445	0	0	529	529	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d85f4ddf-0bfd-4e0a-adcd-a62bcbc7c445__u0.blocks.jsonl	done
P3.C.d94db003.u0	C	d94db003-7f40-4b7f-b488-38afaf38eeb9	0	0	300	300	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__d94db003-7f40-4b7f-b488-38afaf38eeb9__u0.blocks.jsonl	done
P3.C.da78509b.u0	C	da78509b-70a6-4779-8d40-9d0eb7fa31d7	0	0	367	367	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__da78509b-70a6-4779-8d40-9d0eb7fa31d7__u0.blocks.jsonl	done
P3.C.da984c34.u0	C	da984c34-e47c-47f6-9165-552e70c0bdb0	0	0	1	1	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__da984c34-e47c-47f6-9165-552e70c0bdb0__u0.blocks.jsonl	done
P3.C.daa2bc8c.u0	C	daa2bc8c-775b-4acd-957a-25a47d0dffb4	0	0	6	6	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__daa2bc8c-775b-4acd-957a-25a47d0dffb4__u0.blocks.jsonl	done
P3.C.dcda3221.u0	C	dcda3221-6230-4b7b-8a5e-39b1cea3da15	0	0	2	2	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__dcda3221-6230-4b7b-8a5e-39b1cea3da15__u0.blocks.jsonl	done
P3.C.ddad560a.u0	C	ddad560a-9d43-4e35-815a-5982dd328b54	0	0	645	645	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ddad560a-9d43-4e35-815a-5982dd328b54__u0.blocks.jsonl	done
P3.C.ddad560a.u1	C	ddad560a-9d43-4e35-815a-5982dd328b54	1	645	658	13	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ddad560a-9d43-4e35-815a-5982dd328b54__u1.blocks.jsonl	done
P3.C.ddf02e9e.u0	C	ddf02e9e-c232-4171-a994-efb286ea70cc	0	0	141	141	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__ddf02e9e-c232-4171-a994-efb286ea70cc__u0.blocks.jsonl	done
P3.C.df1971d7.u0	C	df1971d7-70c6-401d-b466-6a2872869b05	0	0	121	121	/Users/taewonpark/Github/WORK/GoraeUniverse/dibang-sui/_research_analysis/2026-06-21-conversation-intent-extraction/_TASKS/instances/p3-chunks/C__df1971d7-70c6-401d-b466-6a2872869b05__u0.blocks.jsonl	done
